Master Card,U.S. Bancorp,5295809081815646,Alaina D Ison,942,01/2017,01/2031,20,8313,24000
American Express,USAA,379366371667286,Lynn P Ballard,76,06/2014,06/2016,27,9855,13600
Master Card,USAA,5436316217012007,Antione L Walden,18,10/2010,10/2030,6,2967,124500
Master Card,Chase,5460901443214243,Alice H Hendrix,131,10/2008,10/2019,12,2298,15900
Japan Credit Bureau,JCB,3574105817964122,Charlena Dotson,538,08/2011,08/2023,3,2679,180000
American Express,American Express,378684371890216,Benjamin Z Bowen,1398,01/2011,01/2021,22,3283,161000
Master Card,Bank of America,5373255114563347,Len Q Jaramillo,124,06/2011,06/2023,10,5605,164500
Visa,Wells Fargo,4615554901272463,Michele P Carey,411,09/2008,09/2026,17,8117,17000
Diners Club International,Diners Club,39429881084210,Herlinda Augustine,50,01/2015,01/2029,28,6524,50400
Discover,Discover,6443945630128005,Ronnie H Jarvis,493,02/2014,02/2028,24,345,25300
Master Card,Chase,5293241239528370,Humberto E Jaeger,238,07/2007,07/2025,20,1131,101200
Japan Credit Bureau,JCB,3559674113388210,Juanita Bonner,746,01/2007,01/2020,26,3902,144800
Discover,Discover,6444208976589028,Ranee Stratton,885,12/2007,12/2013,6,4570,91100
Visa,Chase,4949184397675479,Lois O Butler,678,08/2016,08/2036,25,2498,199500
Master Card,Capital One,5250193540829388,Parker Yamamoto,262,04/2017,04/2029,27,8297,68600
Diners Club International,Diners Club,30978742837371,Nathan Perkins,106,11/2013,11/2023,17,4028,151700
Discover,Discover,6011028791212108,Joseph Y Ireland,657,05/2015,05/2024,6,1823,10900
Master Card,GE Capital,5424773490421186,Bradley O Snow,594,02/2009,02/2013,5,351,95200
Visa,Wells Fargo,4404711996840993,Marcus T Montague,694,02/2009,02/2027,16,8402,132400
Visa,Citibank,4164109106110300,Matthew E Young,82,08/2016,08/2019,15,5220,184700
Master Card,Bank of America,5186043056249308,Frankie Rountree,236,02/2010,02/2015,8,6228,46400
Japan Credit Bureau,JCB,3584268382678796,Rhonda T Harmon,472,01/2009,01/2024,17,5695,13100
Japan Credit Bureau,JCB,3529062709559294,Terrie B Shaw,318,01/2017,01/2035,14,9200,162700
Discover,Discover,6011402298935745,Danny Mccullough,219,06/2015,06/2020,7,4840,27800
Master Card,Citibank,5482897452442184,Lucien Y Andrews,596,02/2007,02/2009,26,3825,191900
Japan Credit Bureau,JCB,3548304647214294,Calvin Green,115,10/2013,10/2019,17,6031,29400
Japan Credit Bureau,JCB,3560159266124163,Morgan N Carr,53,03/2012,03/2031,2,1307,133800
Discover,Discover,6223867009213943,Melissa C Golden,121,06/2009,06/2022,1,1666,103100
Master Card,Citibank,5339459013422554,Bryce C Johnston,639,10/2010,10/2021,9,6406,48600
Master Card,Capital One,5245539555745547,Juan T Ramos,348,08/2014,08/2032,11,1609,69200
Master Card,Bank of America,5284626822685648,Timothy B Isbell,827,04/2013,04/2021,7,7107,91100
American Express,American Express,346329751450517,Ramon R Glover,3338,07/2011,07/2030,10,9172,47900
American Express,Bank of America,340620812964918,Julieann Pride,963,03/2015,03/2035,6,1674,51000
Discover,Discover,6011534951936998,Nancy Giles,197,09/2017,09/2031,12,4949,29300
Diners Club International,Diners Club,39212199887122,Stanley U Maurer,680,01/2014,01/2034,1,2156,166700
Master Card,Barclays,5449162262674092,Amanda H Dodson,970,11/2015,11/2019,11,1312,191000
Diners Club International,Diners Club,36838848330966,Maud Leake,566,03/2017,03/2020,2,5892,79700
Diners Club International,Diners Club,30334673732340,Leroy Z Martin,359,09/2007,09/2019,9,2882,136900
Diners Club International,Diners Club,30056755209828,Gaston Z Gillum,994,03/2007,03/2022,8,9092,71000
Diners Club International,Diners Club,30901388375159,Thelma Newman,975,06/2007,06/2024,1,798,35200
Master Card,Capital One,5324431731463555,Damon K Crider,600,07/2010,07/2016,6,9048,23100
Discover,Discover,6011168715589882,Jonathan A Bailey,294,08/2007,08/2022,22,1074,26000
Discover,Discover,6011381834235143,Jackie Mayberry,774,11/2011,11/2027,14,4040,153000
Visa,Bank of America,4675759174445186,Lewis Mccall,693,02/2008,02/2027,1,9884,18000
Japan Credit Bureau,JCB,3549421709355226,Lynnette T Tran,338,08/2008,08/2025,17,2503,195800
Diners Club International,Diners Club,30536561228716,Jim Morrison,145,09/2010,09/2019,22,1062,142600
Master Card,USAA,5117022722891143,Jerrod U Weatherford,133,08/2009,08/2011,4,5514,37500
Discover,Discover,6463359506996302,Gary X Bird,778,05/2009,05/2025,7,3648,89400
American Express,American Express,378303593229497,Hector J Bennett,8264,11/2017,11/2027,15,9155,94500
Discover,Discover,6011558800215247,Bernard D Welch,87,08/2013,08/2015,8,9783,155400
Visa,Cabela�s WFB,4749637087716335,Floyd X Hoover,370,08/2011,08/2019,2,5830,160000
Master Card,Bank of America,5136269158160306,Ann A Petersen,714,11/2007,11/2017,15,5768,47400
American Express,Bank of America,374360808976589,Robbie Himes,435,09/2011,09/2017,21,6087,52000
Japan Credit Bureau,JCB,3541725203182862,Grace Z Booth,935,01/2007,01/2023,22,1604,75400
Visa,Citibank,4652507945595103,Kristine Welch,340,11/2016,11/2028,7,5008,118800
Master Card,Capital One,5289411396154080,Jimmy U Mack,214,03/2017,03/2018,9,6810,111100
American Express,Bank of America,343398722286121,Remedios U Irvin,217,02/2012,02/2032,23,9733,88100
Diners Club International,Diners Club,30021368540142,Laura D Obrien,9,02/2014,02/2031,14,2856,93100
Diners Club International,Diners Club,30562571205080,Lupe E Withers,959,03/2011,03/2019,17,7181,115200
Diners Club International,Diners Club,36881106244180,Anna V Casey,665,07/2011,07/2021,1,5003,20900
Diners Club International,Diners Club,30122222237832,Bruce F Lockhart,24,12/2012,12/2029,18,3525,138200
Master Card,Capital One,5433521508336865,Joyce O Holden,449,01/2010,01/2021,15,8866,81700
American Express,American Express,347880693154228,Lane Marshall,6291,01/2009,01/2026,10,9495,160900
Master Card,Citibank,5107070015731189,Stephen F French,754,11/2012,11/2022,9,9526,87000
Master Card,USAA,5209805128253135,Maxwell R Downs,769,01/2013,01/2022,8,8054,139000
Visa,Chase,4574801264969584,Lynn Woodward,156,08/2009,08/2016,12,3484,99900
American Express,Bank of America,372546030554093,Siobhan R Gilmer,2085,03/2009,03/2022,13,3526,92100
American Express,Bank of America,341891075408625,Gloria K Beasley,1321,02/2007,02/2009,21,6285,194100
Diners Club International,Diners Club,30006410139399,Terence Dion,230,06/2016,06/2034,2,3727,162900
American Express,American Express,343246839003451,Dale T Harper,9478,03/2013,03/2019,28,1116,180200
Visa,U.S. Bancorp,4840057303743880,Beulah Wynne,898,05/2014,05/2021,6,9175,12800
Discover,Discover,6011753005723216,Floyd N Levine,185,03/2013,03/2022,19,6196,185000
American Express,Bank of America,374227545568120,Roscoe D Moeller,3857,04/2008,04/2015,28,5920,28500
American Express,U.S. Bancorp,377353286797566,Beverly Fitzpatrick,1024,02/2017,02/2028,3,1260,166100
Discover,Discover,6011660285379405,Alysha Q Cintron,617,04/2012,04/2027,7,1081,24100
Visa,Chase,4192939101582699,Stacy B Lowery,742,06/2007,06/2015,13,5967,100700
Japan Credit Bureau,JCB,3553817010578914,Carrol F Slater,16,03/2016,03/2025,5,2636,99300
Visa,Bank of America,4200890310515485,Laura Y Conner,141,12/2014,12/2018,8,5528,166600
American Express,American Express,379165336251065,Nathan R Canfield,8850,03/2008,03/2009,23,7528,191700
Discover,Discover,6011432912855862,Anita R Riddle,515,10/2007,10/2023,20,1376,88900
American Express,American Express,373946876993331,Willie X Duvall,3605,07/2017,07/2027,21,4662,39900
Japan Credit Bureau,JCB,3552546724082027,Herbert Maddox,874,07/2009,07/2020,26,7185,107100
American Express,Bank of America,348319179858423,Isobel U Crist,3235,08/2008,08/2018,4,1844,180600
Visa,Bank of America,4173577591264569,Sally U Murphy,614,07/2010,07/2014,2,3057,168600
Discover,Discover,6011869916546205,Harvey B Skidmore,420,08/2016,08/2026,25,8225,89600
Visa,Chase,4880884608765164,Shane M Nielsen,52,08/2009,08/2014,8,3179,89300
American Express,American Express,346674703898440,Carole G Venable,2777,01/2010,01/2029,6,6317,77500
Visa,U.S. Bancorp,4803670962265428,Bonnie M Maxwell,144,05/2010,05/2027,28,4777,43800
Diners Club International,Diners Club,30974078521804,Fawn K Mcclellan,714,06/2012,06/2024,5,146,103200
American Express,American Express,342794597205488,Rosa Osborne,6367,07/2016,07/2018,8,8668,37900
Master Card,Capital One,5371610143812606,Isidro U Rosas,313,06/2016,06/2022,15,8594,120900
Diners Club International,Diners Club,30289711615347,Jerome Q David,92,08/2008,08/2010,28,4221,103800
Discover,Discover,6011485525602865,Shirly P Patel,356,02/2017,02/2032,8,5500,160200
American Express,American Express,342253775023833,Roger V Anderson,3241,12/2015,12/2031,28,4055,154300
Master Card,Chase,5324272290273880,Sanora Boone,738,03/2014,03/2021,19,588,98100
Discover,Discover,6011904635298075,Kathleen Hubbard,732,03/2016,03/2029,26,6269,190900
American Express,American Express,348091014072938,Lou V Whitson,9952,06/2016,06/2029,15,7767,80000
Master Card,Citibank,5362521842373900,Martha Mclean,910,07/2017,07/2018,1,4520,88600
Master Card,Wells Fargo,5441637351401216,Jeanelle I Cyr,774,08/2013,08/2030,11,9888,120300
Master Card,Bank of America,5437488230472812,Heather Cobb,8,02/2013,02/2021,22,8780,126100
American Express,Bank of America,371879228599716,Rupert H Pettit,9157,08/2007,08/2025,9,1496,126700
Diners Club International,Diners Club,36962096591705,Hector Nolan,272,02/2015,02/2017,7,2049,59200
Discover,Discover,6462993346370830,Thurman K Stiltner,265,07/2012,07/2026,15,3663,114600
Master Card,Citibank,5219031951574350,Gerald H Morton,252,10/2014,10/2022,9,874,92200
American Express,American Express,346638146240148,Cyrstal Fried,5481,04/2014,04/2023,2,7452,48800
Discover,Discover,6011685302770450,Grace G Wyatt,297,08/2014,08/2034,26,9963,119000
Diners Club International,Diners Club,30590891295630,Lamar K Allison,830,01/2007,01/2019,24,5069,124300
Diners Club International,Diners Club,39235878693933,Julie Sanford,78,05/2009,05/2014,15,3711,113900
Master Card,Capital One,5275644188537700,Flavia D Lachance,725,11/2011,11/2015,5,281,69000
Master Card,Chase,5484694744872478,Elizabeth N Carson,857,12/2017,12/2033,25,9957,39600
Discover,Discover,6011813874819410,Bettie T Matheson,310,07/2016,07/2031,11,2151,85800
Japan Credit Bureau,JCB,3560421994131229,Jack H Hobbs,50,03/2008,03/2013,20,3774,156200
Master Card,Chase,5349166385280167,Jimmy E Gilchrist,293,03/2009,03/2011,14,8659,19500
Visa,First National,4387149061868881,Karen William,229,12/2010,12/2020,6,1622,193700
Diners Club International,Diners Club,30331959341762,Derek L Khan,784,04/2009,04/2029,20,9258,33800
Master Card,Citibank,5324328330931935,Heather G Walls,997,02/2008,02/2016,12,8649,79200
Discover,Discover,6011923812717392,Doyle P Coffey,922,02/2013,02/2014,22,7953,46200
Diners Club International,Diners Club,36956326940666,Derek X Richmond,469,08/2012,08/2022,19,4483,13200
Diners Club International,Diners Club,30192924068843,Antone K Wyant,66,12/2012,12/2016,22,939,163500
American Express,U.S. Bancorp,373282014842713,Ricky Howard,2786,11/2015,11/2023,1,5306,22000
Visa,Chase,4898266569472495,Evie Rosas,753,10/2012,10/2024,18,5376,29200
Master Card,Wells Fargo,5164526408016603,Stephanie H Workman,631,02/2014,02/2034,2,2529,107300
Diners Club International,Diners Club,38287609228357,Verdie K Lorenzo,854,12/2014,12/2024,23,8359,180500
Visa,Bank of America,4319156188341737,Stephanie J Alvarez,324,01/2016,01/2030,6,883,72600
Discover,Discover,6584445074861004,Willie S Ryan,37,09/2012,09/2020,10,7643,191800
Master Card,Chase,5463613223588210,Leonard S Rosales,643,12/2017,12/2019,11,1239,55100
Japan Credit Bureau,JCB,3579203047988600,Damian Rico,770,07/2017,07/2023,17,8196,27600
Master Card,Citibank,5227933897503759,James I Cameron,40,06/2012,06/2013,1,5963,175500
American Express,American Express,373693420856206,Nell X Rooney,5485,04/2008,04/2013,20,1125,46300
American Express,Bank of America,345726307267900,Kathleen K Mooney,1121,08/2011,08/2027,6,7122,49000
Visa,PNC,4692838174689180,Margarita T Mueller,898,03/2014,03/2023,22,4055,91000
Visa,U.S. Bancorp,4794317575731039,Dana Hays,8,02/2007,02/2013,22,359,88100
Japan Credit Bureau,JCB,3553516809001258,Mervin A Markley,439,02/2013,02/2018,26,4511,48100
Diners Club International,Diners Club,30493684676241,Hazel V Bonner,754,05/2013,05/2021,18,9741,112600
Visa,Chase,4821848420590086,Oren Butts,415,05/2014,05/2018,20,372,121100
Discover,Discover,6011927997969637,Elsie Y Gilliam,783,03/2013,03/2022,21,1394,143000
Discover,Discover,6011895646758885,Junior Satterfield,152,03/2011,03/2014,2,3958,66100
Visa,Chase,4417092781548397,Timothy Moran,878,07/2013,07/2014,6,6247,128200
Discover,Discover,6011945626085542,Willian R Cummings,395,03/2016,03/2018,8,8814,103100
Discover,Discover,6011018030469528,Kim X Stephenson,676,05/2009,05/2021,14,4681,158600
Visa,Citibank,4607071892033366,Clinton Q Gaskins,139,02/2013,02/2017,19,750,182000
Master Card,Bank of America,5291709632789635,Jill H Drake,274,06/2016,06/2029,5,8411,100400
Japan Credit Bureau,JCB,3558136297692925,Sandi R Mccrory,272,03/2013,03/2023,7,7198,34400
Diners Club International,Diners Club,30515018890203,Jennifer D Stevenson,176,08/2013,08/2029,3,7405,107100
Master Card,Wells Fargo,5239984122100081,Oscar F Marquardt,338,09/2008,09/2024,14,1456,15600
Master Card,Bank of America,5420909241490815,Stephanie Bowers,469,03/2011,03/2031,2,2154,88700
Diners Club International,Diners Club,30330723182056,Ulysses U Barnhill,487,10/2009,10/2026,18,883,129500
Visa,Chase,4051526401122621,Randall O Walton,78,01/2007,01/2015,25,4107,70300
Visa,Chase,4421191499844157,Ludie Q Maloney,86,09/2014,09/2033,18,584,189300
Visa,Bank of America,4741338180575649,Lorraine M Sharpe,991,09/2015,09/2035,13,9579,185800
American Express,American Express,371308682517659,Ona O Reese,9599,04/2014,04/2030,11,6687,121600
Visa,PNC,4176135441807785,Evelyn U Gay,11,09/2012,09/2020,8,4959,51800
Japan Credit Bureau,JCB,3529946691862858,Eddy Hidalgo,23,02/2016,02/2026,23,5736,38400
Diners Club International,Diners Club,30442071434532,Helen K Beck,519,02/2011,02/2020,25,3501,164600
Diners Club International,Diners Club,30577200896349,Sang H Rushing,183,12/2013,12/2029,10,9288,133500
Master Card,Bank of America,5431238032562831,Leroy I Graham,188,04/2011,04/2020,28,6551,28200
Master Card,U.S. Bancorp,5310962126504427,Sonny Snell,839,11/2009,11/2025,2,5267,120400
Diners Club International,Diners Club,30225952378054,Linda S Lott,575,12/2015,12/2033,5,4480,122900
Diners Club International,Diners Club,30357340051976,Calvin E Marr,767,08/2012,08/2013,15,133,74100
Master Card,Capital One,5301534783994026,Carl A Wolfe,216,09/2012,09/2020,10,5172,46800
Discover,Discover,6011593056703273,Ulysses Purnell,686,06/2016,06/2031,12,8441,20100
Japan Credit Bureau,JCB,3589498201385639,Cynthia T Maldonado,64,01/2017,01/2027,1,351,34500
Master Card,Wells Fargo,5228614793483002,Josef Outlaw,415,01/2007,01/2012,14,8841,34000
Visa,USAA,4155906048059672,Edwin G Mejia,815,10/2017,10/2020,28,2586,181000
Japan Credit Bureau,JCB,3547130081147786,Particia Stroup,530,04/2011,04/2031,1,8085,194600
Diners Club International,Diners Club,30927757405988,Ricky G Franklin,952,07/2016,07/2030,20,8256,108700
American Express,Bank of America,379121448248937,Tyree Wheeler,4497,06/2011,06/2015,3,7111,156900
Diners Club International,Diners Club,30031457468915,Helen F Ewing,630,06/2009,06/2015,21,4319,153100
Discover,Discover,6011865534745047,Selina Lockhart,661,01/2015,01/2017,18,5749,62700
Visa,Citibank,4507245471791757,Laurie V Bryan,364,01/2008,01/2022,28,9174,57000
Japan Credit Bureau,JCB,3555676158846386,Lu N Parr,64,09/2012,09/2016,11,5131,180300
Diners Club International,Diners Club,30934090880471,Ann Stokes,25,12/2015,12/2031,18,438,145500
Japan Credit Bureau,JCB,3529123323950200,Maximo M Sanford,976,03/2011,03/2021,24,9357,135400
American Express,American Express,344021177168862,Norman E Roman,1402,03/2009,03/2015,17,4954,117300
American Express,USAA,343271409059709,Kelle Y Mcdonnell,8666,12/2013,12/2028,24,479,162400
Japan Credit Bureau,JCB,3566124810318871,Elizabeth U Acevedo,814,12/2012,12/2016,16,8832,137800
Visa,Chase,4491674353216807,Kendall K Mock,257,12/2009,12/2015,9,3368,10200
Visa,Citibank,4819530725931728,Grace Z Robertson,75,06/2015,06/2034,17,7846,35500
Japan Credit Bureau,JCB,3551848241302040,Ricardo I Quillen,59,02/2016,02/2033,24,9531,117100
Master Card,Chase,5140509022294615,Melanie X Weber,42,10/2015,10/2022,20,993,52600
American Express,American Express,374123705804266,Maribel N Kozlowski,5069,07/2017,07/2024,16,1430,25800
Japan Credit Bureau,JCB,3564070148746360,Pamela A Odom,175,08/2016,08/2021,6,2529,185100
American Express,Bank of America,378955923292683,Drusilla N Ivory,8156,09/2007,09/2027,12,1372,76300
Diners Club International,Diners Club,30598074471803,Timothy V Mercado,568,10/2014,10/2024,13,297,138900
Japan Credit Bureau,JCB,3540089069807653,Landon Y Stoner,817,03/2009,03/2027,12,1537,113000
American Express,American Express,375090545675702,Jacqueline U Richard,8819,11/2009,11/2020,20,648,73300
Master Card,Chase,5260476217937057,Anabel Trahan,908,05/2009,05/2011,28,4195,199800
Visa,Chase,4208645619271632,Marcus P Baker,854,11/2008,11/2020,17,2788,71700
Japan Credit Bureau,JCB,3541700934430674,Jae C Crow,124,03/2008,03/2009,15,3684,22900
Master Card,Bank of America,5127113001199155,Curtis E Ware,339,06/2017,06/2031,26,7841,125900
Visa,Bank of America,4093837951202048,Delmer B Crowe,671,12/2010,12/2027,24,4211,172300
Japan Credit Bureau,JCB,3533019275791580,Angela H Faulkner,544,11/2008,11/2018,20,457,190800
Diners Club International,Diners Club,30169842826353,Octavio B Shade,0,09/2012,09/2029,9,26,173600
Discover,Discover,6011477196346179,Rick Golden,501,02/2017,02/2020,15,3270,98500
Master Card,Chase,5164077866355729,Rickie Q Cardwell,785,04/2012,04/2014,13,7056,168900
Japan Credit Bureau,JCB,3585983441147471,Billy S Donovan,567,07/2016,07/2036,22,7022,125600
Japan Credit Bureau,JCB,3578436202770360,Treasa M Morrison,96,06/2012,06/2018,24,7531,73000
Discover,Discover,6011989470153287,Virginia N Welch,347,04/2010,04/2021,28,1656,196000
American Express,American Express,374017792654743,Quyen Ginn,2513,04/2007,04/2008,4,1695,156800
Diners Club International,Diners Club,30570642563940,Lauren P Stout,673,06/2016,06/2029,1,6212,128600
Master Card,Citibank,5332260453954230,Nanette H Yoo,543,08/2011,08/2029,12,3138,20800
American Express,American Express,370897271980568,Albert V Rojas,2873,05/2012,05/2031,10,7807,149000
Visa,Bank of America,4724727798848375,Barbara Russo,87,10/2015,10/2028,2,6831,195600
Visa,Chase,4436414277969738,Jonathan Mayo,957,09/2011,09/2031,8,2546,175800
Visa,Barclays,4574997360300987,Claris Greene,861,06/2015,06/2020,25,1413,196500
Diners Club International,Diners Club,30590771813361,Ricardo E Robertson,348,12/2017,12/2020,22,3648,48600
American Express,American Express,378162157076854,Dionne W Tavares,3991,04/2008,04/2023,15,9807,24300
Diners Club International,Diners Club,30030296589436,Stacy C Strickland,741,03/2007,03/2010,28,4617,63900
Visa,Capital One,4865770265349021,Agatha N Trotter,398,09/2017,09/2019,19,4706,175600
Discover,Discover,6011679152622978,Craig Roach,730,11/2014,11/2020,23,7758,87600
American Express,American Express,346776999027723,Boyd Chism,3000,05/2007,05/2023,8,8016,26500
Discover,Discover,6011055293959951,Derrick U Todd,135,10/2016,10/2025,6,869,127300
Discover,Discover,6011324486753179,Gerry P Bruno,917,02/2012,02/2018,22,5804,13100
Master Card,Bank of America,5404945281136298,Joyce Ward,860,01/2014,01/2028,11,7396,159900
Diners Club International,Diners Club,30532246456079,Adolph X Kiser,855,09/2016,09/2021,8,2808,152500
Master Card,Capital One,5263644833664937,Melvin Kennedy,14,03/2009,03/2020,10,7884,99300
Discover,Discover,6011979423811354,Jed W Jewell,861,11/2016,11/2025,2,3093,45100
American Express,USAA,371859524637741,Hector W Hurley,7012,06/2015,06/2019,17,3032,76900
American Express,U.S. Bancorp,373546481932037,Darrell T Condon,8570,05/2010,05/2014,20,5891,28900
American Express,American Express,346893858762173,Sam I Dejesus,3761,04/2015,04/2023,9,1157,113900
American Express,American Express,340100690406076,Salvador W Finn,91,11/2007,11/2013,26,8208,166900
Master Card,Capital One,5377121280147925,Janet M Golden,912,05/2011,05/2030,4,5384,22700
Master Card,Citibank,5243179825690934,Stevie O Orlando,315,02/2016,02/2019,1,8243,66700
Japan Credit Bureau,JCB,3585623047406158,Phillip E Floyd,797,12/2010,12/2011,24,8381,43200
Discover,Discover,6228568517498571,Merlin Fain,844,12/2012,12/2013,2,6195,108900
Discover,Discover,6529864127880811,Lynn I Larsen,630,12/2014,12/2029,21,4942,104500
Japan Credit Bureau,JCB,3529618536752327,King K Troy,237,01/2015,01/2033,16,1514,145300
Japan Credit Bureau,JCB,3534538719158188,Elizabeth Prince,867,10/2012,10/2016,9,5230,22900
Visa,Capital One,4548890541473760,Micheal K Painter,324,12/2015,12/2019,14,8161,140900
Japan Credit Bureau,JCB,3528315325788072,Glenn Villarreal,215,07/2016,07/2022,28,4005,142800
Diners Club International,Diners Club,30084952464640,Daisey I Foote,14,07/2013,07/2033,6,1936,55400
Diners Club International,Diners Club,30549558407615,Laurie V Vincent,846,03/2011,03/2016,14,3634,75400
Discover,Discover,6011169351771248,Moses W Gregory,284,09/2013,09/2015,3,6438,112600
American Express,American Express,378835904550293,Roger R Ward,3341,08/2008,08/2023,9,1207,77600
Master Card,Citibank,5245411589479941,Rhona I Moultrie,734,07/2010,07/2018,7,6727,178700
Discover,Discover,6011160616127169,Anne X Emerson,816,11/2014,11/2022,18,2566,160200
Visa,Bank of America,4761535544019819,Demetrius Juarez,779,05/2015,05/2026,26,2232,62400
Japan Credit Bureau,JCB,3544648505988090,Phillip Q Randolph,548,05/2016,05/2029,5,8556,42900
Japan Credit Bureau,JCB,3557664808373306,Kerri Wing,766,10/2011,10/2029,21,2995,125000
Visa,Citibank,4077503797454991,April Rice,551,04/2008,04/2016,2,1322,81700
Diners Club International,Diners Club,30935035625806,Lovie A Alfonso,630,10/2016,10/2034,6,5782,113800
Visa,Bank of America,4107690864066313,Joann D Allison,326,10/2013,10/2015,22,954,108400
Master Card,Chase,5418259486697185,Ja Laster,80,08/2010,08/2022,23,9150,77400
Discover,Discover,6011223071427746,Vincent Crawford,679,08/2016,08/2036,19,5299,15100
Japan Credit Bureau,JCB,3535167684735371,Olene U Dingle,718,08/2009,08/2028,12,9018,38300
American Express,American Express,372599801398802,Philip L Rush,9569,09/2007,09/2025,17,8241,68400
Master Card,Capital One,5196830884384010,Mickey I Holder,125,11/2010,11/2027,12,8807,94700
Diners Club International,Diners Club,39463285262403,William J Hoover,117,10/2011,10/2014,22,4282,129000
Diners Club International,Diners Club,30594664179583,Jacquetta G Bragg,821,01/2011,01/2024,13,715,197100
Japan Credit Bureau,JCB,3566947916219381,Fred O Riley,539,03/2008,03/2015,17,9715,38800
Discover,Discover,6011549505807115,Lesley Q Fernandez,153,02/2013,02/2033,10,7189,30700
Master Card,Bank of America,5495293373547647,Mildred Clayton,299,12/2016,12/2036,12,3219,65800
Master Card,Bank of America,5155876719718053,Ross R Mccray,708,04/2007,04/2020,12,4150,59200
Japan Credit Bureau,JCB,3547734097347452,Diane Burke,145,04/2007,04/2009,10,1171,151700
Diners Club International,Diners Club,30570045127384,Bernita H Lira,406,10/2008,10/2012,11,40,72100
Visa,Chase,4830968328508292,Erica Chapman,652,10/2008,10/2023,17,5508,180200
American Express,USAA,375109478653708,Wilbert T Castro,6449,12/2010,12/2030,9,7258,188200
Japan Credit Bureau,JCB,3570728458734878,Patrick W Greene,42,11/2013,11/2017,19,4428,105900
Japan Credit Bureau,JCB,3568291788167149,Chanell R Downes,848,05/2012,05/2020,20,5027,183100
Diners Club International,Diners Club,39172133258501,Janice J Oliver,350,01/2010,01/2028,28,8772,164000
Diners Club International,Diners Club,30392903020233,Svetlana Y Nunn,574,02/2008,02/2025,4,5288,95100
Diners Club International,Diners Club,30945076314111,Tyler J Castillo,743,10/2011,10/2020,8,9363,97600
Master Card,Citibank,5386069858844705,Stevie N Gifford,947,11/2011,11/2021,21,5646,167500
Master Card,Chase,5257481358770833,Alvin Golden,336,08/2008,08/2024,23,3148,189500
Master Card,Citibank,5213555394358464,Alva C Locke,873,03/2015,03/2021,9,5962,130100
Master Card,Citibank,5251288275711808,Brian A Chaney,109,02/2010,02/2030,24,8439,86200
Japan Credit Bureau,JCB,3567984649125709,Fran Malone,973,01/2007,01/2011,24,7630,159100
Japan Credit Bureau,JCB,3582333081937786,Elaine V Pugh,833,01/2009,01/2015,1,2061,199800
Diners Club International,Diners Club,30514134059314,Una Christensen,150,02/2010,02/2019,4,7125,190500
Visa,PNC,4046006761170237,Margaret Z Moreno,46,04/2016,04/2023,10,3739,58600
Discover,Discover,6229114477041082,Dani Ragan,671,01/2012,01/2022,25,7856,18800
Diners Club International,Diners Club,36376039036118,Ruby Y Newman,751,03/2007,03/2021,18,5509,196900
Discover,Discover,6011412847829828,Robby Trask,58,03/2009,03/2012,17,6910,187300
American Express,U.S. Bancorp,373058893802485,Derrick P Wolfe,4200,04/2015,04/2020,13,6497,151300
Master Card,Bank of America,5268986823928128,Katharine N Boren,538,01/2011,01/2012,9,5746,109400
Master Card,Chase,5291180513210242,Janice B Wallace,292,09/2011,09/2015,10,5845,197100
American Express,American Express,343967334080435,Deshawn Dugger,8553,07/2008,07/2015,17,6385,178600
Japan Credit Bureau,JCB,3542762121163756,Gerald N Sherman,283,04/2014,04/2018,10,9128,59100
Japan Credit Bureau,JCB,3557841457203113,Frederica O Gist,986,11/2013,11/2015,6,7181,27700
Diners Club International,Diners Club,36455853192304,Teresa Casey,212,08/2008,08/2009,14,6053,43800
Japan Credit Bureau,JCB,3539897282762767,Ema Borges,898,07/2009,07/2014,6,4717,170800
American Express,American Express,348706490906685,Greg S Herrera,5552,04/2014,04/2034,20,9760,12500
Visa,Chase,4857089144104311,Krystal O Emerson,758,08/2015,08/2021,25,902,44800
Japan Credit Bureau,JCB,3577423146655841,Lois Yates,672,04/2007,04/2021,5,538,28300
Japan Credit Bureau,JCB,3572197136377971,Daysi Jose,633,09/2008,09/2010,3,6823,157200
Visa,Chase,4673094150287036,Juan Melton,510,12/2013,12/2027,4,9266,91200
Master Card,GE Capital,5398246725208969,Mervin Burkhart,418,08/2011,08/2020,11,7417,123300
Diners Club International,Diners Club,30171390468208,Ronnie D Padilla,939,07/2016,07/2021,19,8398,37500
Visa,USAA,4895688331773400,Arturo Whiteside,724,08/2011,08/2017,20,3528,13700
Japan Credit Bureau,JCB,3580777397791406,Lewis Z Hester,296,01/2016,01/2027,10,792,156200
American Express,American Express,347157469127856,Sharon C Dewitt,888,06/2012,06/2022,24,408,121700
Discover,Discover,6011450646924465,Steven A Simpson,104,09/2017,09/2024,28,9212,79600
Diners Club International,Diners Club,30302365408925,Janeth P Batson,413,05/2015,05/2021,27,4224,13100
Visa,Barclays,4409694383736070,Barry E Mcclure,139,12/2015,12/2025,10,1794,18900
Master Card,Citibank,5119175675300930,Donald E Ball,42,09/2015,09/2032,3,638,47500
Master Card,U.S. Bancorp,5181300244613752,Josephine Q Wells,423,10/2007,10/2027,24,1317,96600
Visa,Wells Fargo,4870980541102762,Clarice R Beers,896,11/2013,11/2015,21,2020,55600
Diners Club International,Diners Club,30900129212564,Judy Evans,791,01/2012,01/2027,2,8563,38200
